 ,10.1.1.2,10.1.2.2,10.1.3.2,10.1.4.2,10.1.5.2,10.1.6.2,10.1.7.2,10.1.8.2,10.1.9.2,10.1.10.2,10.1.11.2,10.1.12.2,10.1.13.2,10.1.14.2,10.1.15.2,10.1.16.2,10.1.17.2,10.1.18.2,10.1.19.2,10.1.20.2,10.1.21.2,10.1.22.2,10.1.23.2,10.1.24.2,10.1.25.2,10.1.26.2,10.1.27.2,10.1.28.2,10.1.29.2,10.1.30.2,10.1.31.2,10.1.32.2,10.1.33.2,10.1.34.2,10.1.35.2,10.1.36.2,10.1.37.2,10.1.38.2,10.1.39.2,10.1.40.2,"Hormigas enviadas",Media,Varianza
10.1.27.2,9,14,6,26,31,18,36,52,49,52,97,86,118,157,212,194,272,183,213,162,218,243,247,206,174,128,0,116,78,64,94,44,37,12,6,12,4,10,0,0,3680,1.19022,0.0062175
10.1.28.2,8,6,10,4,40,9,34,33,69,97,79,56,155,145,176,160,237,231,216,212,201,241,219,237,176,186,107,0,87,77,56,40,41,20,21,11,3,0,15,0,3715,1.18925,0.00627635
10.1.29.2,0,6,6,18,9,24,29,42,69,116,100,120,74,142,175,162,223,221,208,278,194,250,222,172,158,162,137,108,0,66,51,54,24,19,17,0,15,0,0,0,3671,1.18868,0.00630224
10.1.30.2,3,7,3,3,12,4,49,24,57,65,98,96,169,144,192,250,201,179,233,249,200,250,214,152,152,101,123,131,92,0,72,75,30,11,6,6,12,8,0,0,3673,1.18719,0.00643214
10.1.31.2,6,6,6,9,18,4,10,38,60,89,100,101,130,182,192,185,205,182,224,176,251,204,207,153,154,205,143,92,136,61,0,53,16,13,15,15,4,5,10,0,3660,1.1883,0.00630777
10.1.32.2,0,4,0,6,3,29,37,46,55,56,71,83,119,112,171,162,219,222,214,261,222,224,218,207,137,206,129,106,69,138,61,0,51,19,15,14,5,4,3,0,3698,1.18937,0.00631261
10.1.33.2,6,8,13,15,15,9,45,39,52,38,76,77,209,154,157,209,298,189,270,182,209,232,193,214,143,164,124,87,121,40,41,37,0,13,14,6,12,9,0,0,3720,1.19578,0.00640097
10.1.34.2,0,6,7,17,16,13,31,52,39,65,72,122,111,150,183,254,182,213,239,278,190,183,192,186,145,180,141,115,90,71,49,49,36,0,12,13,10,7,3,0,3722,1.19679,0.00675352
10.1.35.2,12,0,5,8,5,21,24,37,60,75,83,135,123,99,134,170,197,226,282,190,231,250,191,190,204,140,78,128,84,74,47,44,29,26,0,6,11,5,0,0,3624,1.19613,0.00643253
10.1.36.2,0,0,0,20,22,27,32,44,66,76,87,79,157,163,118,171,181,225,211,188,216,234,245,188,147,158,141,86,88,96,42,82,50,33,41,0,3,0,0,0,3717,1.19783,0.00627468
10.1.37.2,4,6,8,7,23,28,31,47,46,72,57,171,97,117,159,227,197,283,224,221,200,213,185,193,194,156,113,71,69,47,56,41,43,18,17,12,0,3,7,0,3663,1.20123,0.00673591
10.1.38.2,0,6,0,8,5,11,48,46,46,59,117,116,163,163,178,115,241,219,260,227,230,246,221,203,148,132,146,61,54,66,57,53,14,19,23,19,4,0,0,0,3724,1.1957,0.00629842
10.1.39.2,0,9,12,7,30,25,54,34,62,60,79,135,129,139,141,179,207,220,243,236,180,225,199,202,163,143,131,70,88,45,61,53,22,27,16,19,8,14,0,0,3667,1.19865,0.00638667
10.1.40.2,0,6,14,23,16,31,30,40,53,101,63,125,114,144,154,216,221,262,271,177,240,184,219,149,185,171,109,112,117,60,47,19,18,0,16,5,0,4,5,0,3721,1.19656,0.00659177
"Total de hormigas enviadas",148033
"Suma de las medias de los tiempos",47.4833
"Media de las medias de los tiempos",1.18708
"Varianza de las varianzas de los tiempos",2.71954e-08
